"V1" "V2" "V3" "V4" "V5"
1.32947 22.60858 4.03284 2.37603 29.67884
1.11012 23.24673 3.94973 2.62715 29.08655
1.00596 24.47191 3.06015 2.7609 28.71719
1.05879 22.77573 2.85561 3.00132 30.31998
1.13767 22.43408 3.32744 3.22007 29.89701
0.98001 24.49219 3.92952 3.32611 27.31715
1.20893 22.99848 2.87448 2.99348 29.93725
1.05255 22.89947 2.877 3.36117 29.82576
1.03833 23.05082 3.07177 3.36357 29.48975
0.94954 23.7694 2.94767 3.72573 28.62867
1.12342 22.62289 3.27427 2.75821 30.2337
0.96474 23.48537 3.13915 3.1841 29.24105
0.96163 24.48552 3.85848 2.7665 27.95563
0.77913 24.32518 4.69678 2.89352 27.34243
0.67976 23.21742 5.02319 3.04773 28.06524
0.75789 23.00018 4.42566 2.99199 28.84311
0.73168 22.37237 3.70098 3.57658 29.63805
0.78874 23.37167 3.35324 2.68539 29.81305
0.91417 23.08784 3.74037 3.07214 29.20417
0.68875 21.77393 4.31954 2.65683 30.57103
0.58174 23.73406 3.27258 2.42194 30.00191
0.84825 23.70854 3.35484 2.77418 29.32927
0.87017 23.7094 3.73457 3.10871 28.59521
0.81361 24.18716 4.2954 3.17412 27.5591
0.70828 21.17606 3.69712 3.27413 31.14943
0.68674 22.55206 3.47261 3.78041 29.5175
0.75385 23.38592 3.34667 3.33257 29.19593
0.62517 23.17414 3.80365 3.18422 29.23284
0.83006 24.43929 3.55663 2.60938 28.58315
0.78768 22.26741 3.8385 2.54694 30.58227
0.90872 22.48973 4.0516 2.60301 29.97059
0.69695 22.51102 3.64511 3.53018 29.62951
0.82415 22.9176 2.71606 3.61163 29.94083
0.67732 22.28079 3.04505 2.91026 31.09775
0.6116 23.56178 3.3071 3.20877 29.32736
0.48825 23.14115 3.48631 2.54836 30.34487
0.71966 22.04076 3.23519 2.99867 31.01303
0.81276 23.14703 3.10237 3.25291 29.6957
0.62144 23.23267 4.16644 3.64391 28.35843
0.74169 23.7105 3.32709 3.29468 28.94209
0.71189 21.44417 3.63408 2.67668 31.54014
0.65368 23.40641 3.53186 3.19993 29.22689
0.71382 22.03473 3.89289 3.54356 29.8313
0.72527 22.44853 3.3797 3.26178 30.19296
0.80144 21.524 3.59765 3.06906 31.01613
0.76332 22.13459 3.83982 3.58669 29.68921
0.80358 22.95218 3.63619 3.15606 29.46698
0.6523 21.72785 3.13397 3.25705 31.23435
0.73589 21.47154 2.73525 2.71424 32.34798
0.75867 21.38343 3.13668 2.73065 31.99599
0.79877 22.41823 3.28038 3.34365 30.16677
0.78161 22.08787 3.06128 3.9874 30.09009
0.81531 22.46044 2.82064 4.23338 29.67868
0.77027 22.1038 3.18738 3.94978 30.00225
0.7628 21.93662 3.32345 4.5288 29.46266
0.93111 22.97297 2.67912 3.4303 29.99786
0.78018 22.27569 2.87827 3.42073 30.65563
0.86296 21.72182 3.04995 4.10504 30.2727
0.90888 22.5097 3.67774 4.31153 28.61989
0.81204 22.41116 3.77485 4.96318 28.07313
0.73385 20.48235 4.23772 4.91907 29.64909
0.66653 22.17525 3.45232 4.66069 29.06304
0.73621 22.13491 3.17616 3.21795 30.74255
0.85192 22.98594 2.80631 3.59078 29.77892
0.64144 21.40241 2.58885 3.33838 32.03742
0.96298 21.63429 2.96784 3.51028 30.93849
0.72492 21.77796 3.51007 3.41805 30.58318
0.82699 22.54138 3.32182 3.48342 29.84037
0.97566 21.67772 3.96252 3.49143 29.90974
