"V1" "V2" "V3" "V4" "V5"
0.61665 25.13348 2.7134 2.06974 29.47941
0.63034 24.90592 2.64999 2.19908 29.62586
0.62008 25.07063 2.71097 2.02331 29.58432
0.59731 25.22177 2.64959 2.23961 29.30071
0.62275 24.87806 2.89255 2.29998 29.32036
0.57605 24.83377 2.93274 2.32597 29.3476
0.62571 24.56867 2.83373 2.29796 29.68697
0.66295 24.95659 2.6249 2.29339 29.47791
0.64442 25.02847 2.52734 2.25883 29.55156
0.65644 24.74364 2.54502 2.1345 29.92893
0.6763 24.88837 2.59925 2.18644 29.66272
0.68469 25.09351 2.72582 2.09347 29.41431
0.69085 25.22448 2.66828 2.17416 29.25654
0.63655 25.18709 2.77763 2.06299 29.35182
0.56734 25.06683 2.85812 1.96832 29.55576
0.59042 24.92848 2.85398 2.14447 29.49422
0.60412 24.73356 2.67466 2.22569 29.77378
0.59282 24.7838 2.72895 2.15601 29.74978
0.54564 24.83104 2.77027 2.20464 29.66383
0.52818 24.41417 3.02775 2.28106 29.76084
0.53218 24.84411 2.75768 2.17244 29.70593
0.59913 24.62977 2.73366 2.22185 29.8267
0.61658 24.99548 2.66528 2.25461 29.48079
0.59788 25.01405 2.5959 2.33301 29.47285
0.65148 25.10788 2.50242 2.26451 29.4834
0.61377 24.797 2.44151 2.24965 29.90642
0.57625 25.04784 2.48576 2.32077 29.58319
0.59038 24.91577 2.47517 2.37075 29.6596
0.58602 25.24936 2.46191 2.21669 29.49462
0.57506 25.15072 2.40179 2.16624 29.71709
0.59728 24.80911 2.45692 2.18531 29.96238
0.58238 25.0241 2.56999 2.36564 29.46697
0.58773 25.04151 2.48663 2.32811 29.56475
0.60605 25.05366 2.41674 2.20319 29.73254
0.6133 24.74021 2.64562 2.283 29.72785
0.56636 24.81535 2.74842 2.27606 29.60078
0.56968 24.79138 2.59007 2.20797 29.85139
0.59401 24.97306 2.44808 2.13129 29.86433
0.57874 24.9896 2.38691 2.28048 29.7746
0.59921 25.22482 2.40715 2.2287 29.55088
0.60156 24.52031 2.65145 2.20087 30.0356
0.61005 24.51683 2.56198 2.15458 30.16744
0.58163 24.97514 2.68346 2.21837 29.5551
0.60011 24.89436 2.71015 2.1523 29.65096
0.6174 24.95445 2.74763 2.09244 29.59851
0.59464 24.77887 2.70031 2.20406 29.73216
0.59534 25.24478 2.59135 2.28019 29.30241
0.55124 25.29028 2.66676 2.21508 29.28754
0.58033 25.51341 2.66786 2.22897 29.02292
0.66161 25.6319 2.66461 2.24413 28.81246
0.66018 24.99338 2.65768 2.18233 29.51401
0.62747 25.18153 2.59123 2.32926 29.28114
0.61122 25.07177 2.67523 2.4144 29.24044
0.6715 24.84716 2.73875 2.5111 29.25112
0.65397 24.94407 2.47522 2.59061 29.34811
0.67777 24.81799 2.54264 2.42688 29.54956
0.68334 24.83459 2.61635 2.41022 29.46995
0.64154 24.90501 2.6659 2.40386 29.39763
0.62003 25.0225 2.6888 2.45432 29.23402
0.59781 25.13829 2.54056 2.43004 29.3074
0.58789 24.62034 2.78566 2.31948 29.69893
0.61309 25.01996 2.59422 2.2379 29.5499
0.67381 25.06161 2.62745 2.31492 29.33341
0.65271 25.51519 2.46732 2.30363 29.07658
0.62153 25.10645 2.43805 2.41919 29.42834
0.6472 25.12162 2.5094 2.34983 29.39156
0.59613 25.13075 2.6645 2.46956 29.15356
0.64484 25.30985 2.57086 2.57303 28.91545
