"mean" "left.bound" "right.bound" "subgroup"
11.82177839 10.8327564 12.8071616 "group0001"
15.24762229 13.9029784 16.7920544 "group0100"
10.07550588 8.5916208 11.7668096 "group0010"
8.56797072 7.6996116 9.4998996 "group0000"
7.5321536 6.6689544 8.5145064 "group1100"
4.35906089 3.455486 5.3232768 "group1010"
3.41060009 2.9895904 3.8661656 "group1000"
5.15267269 4.6143172 5.7018344 "group1001"
