"mean" "left.bound" "right.bound" "subgroup"
38.9093331 37.8496016 39.9649064 "group0001"
35.52483554 34.2216892 36.8962584 "group0100"
38.11757994 36.4456844 39.7488232 "group0010"
38.53335094 37.616752 39.438094 "group0000"
31.65854515 30.7033676 32.6404252 "group1100"
35.02966088 33.4665084 36.65518 "group1010"
35.60252297 34.68015 36.5222664 "group1000"
35.08818724 34.1199168 36.0050608 "group1001"
