"mean" "left.bound" "right.bound" "subgroup"
18.04802346 17.3303808 18.8206796 "group0001"
11.56655866 10.8586176 12.285124 "group0100"
16.70022998 15.44777 18.0166172 "group0010"
20.9807488 20.086864 21.8181552 "group0000"
20.56431461 19.539618 21.5421856 "group1100"
26.39011626 24.8929884 27.949598 "group1010"
29.21302273 28.2925884 30.1085336 "group1000"
26.81288295 25.9712408 27.6916756 "group1001"
