"mean" "left.bound" "right.bound" "subgroup"
8.10357468 7.3292888 8.8739504 "group0001"
7.17075489 6.504144 7.8647252 "group0100"
10.14273737 8.7451048 11.5447952 "group0010"
8.13197878 7.3996512 8.9165464 "group0000"
2.52460672 2.1801504 2.8614816 "group1100"
3.58479502 2.8639324 4.3494284 "group1010"
2.52397111 2.2071692 2.8567444 "group1000"
2.58915754 2.254276 2.9299808 "group1001"
