"mean" "left.bound" "right.bound" "subgroup"
0.93595657 0.7829288 1.1030932 "group0001"
1.5398997 1.255998 1.8540088 "group0100"
1.19910671 0.910186 1.5315884 "group0010"
0.85265264 0.7094368 1.005934 "group0000"
1.03747022 0.8426904 1.2567212 "group1100"
0.69568871 0.5213012 0.8917964 "group1010"
0.45492904 0.377958 0.5396104 "group1000"
0.53347406 0.4397132 0.6439076 "group1001"
