"V1" "V2" "V3" "V4" "V5"
0.59598 25.56119 2.795 2.08945 28.97415
0.60412 25.26981 2.73074 2.22449 29.18456
0.58821 25.47726 2.79583 2.03096 29.11947
0.57496 25.70629 2.75802 2.2145 28.75782
0.59572 25.31241 2.98139 2.29801 28.82927
0.53764 25.23097 2.98344 2.36018 28.90684
0.59656 25.00572 2.96868 2.34798 29.09812
0.64208 25.5898 2.74718 2.36932 28.6736
0.61956 25.62918 2.61352 2.3147 28.83746
0.62098 25.26304 2.62176 2.14262 29.36271
0.63368 25.49406 2.66785 2.2066 29.01511
0.64026 25.5816 2.82239 2.1003 28.8706
0.65377 25.61245 2.77973 2.17013 28.80182
0.61126 25.63399 2.86088 2.08857 28.82558
0.5476 25.51465 2.95191 1.97745 29.02888
0.57894 25.37179 2.902 2.15268 29.00875
0.58327 25.33931 2.77826 2.2633 29.05191
0.58092 25.31837 2.77867 2.20697 29.12984
0.53891 25.29146 2.79588 2.23158 29.16089
0.5225 24.8954 3.08119 2.28338 29.23299
0.52633 25.35244 2.83525 2.18687 29.11523
0.58407 25.07772 2.83073 2.24006 29.28178
0.60701 25.48316 2.77419 2.26764 28.88477
0.59592 25.49425 2.66947 2.35283 28.90529
0.64924 25.57363 2.56474 2.27819 28.94664
0.60917 25.30128 2.50108 2.28253 29.31693
0.57209 25.5337 2.55047 2.35311 29.00827
0.57869 25.36938 2.55711 2.41184 29.09792
0.5687 25.64998 2.56945 2.27415 28.94908
0.55114 25.59272 2.49316 2.21435 29.1628
0.56843 25.32737 2.54302 2.2104 29.36517
0.5698 25.60974 2.63594 2.41302 28.78367
0.5685 25.57983 2.57645 2.35542 28.93144
0.59584 25.55331 2.47815 2.24785 29.14062
0.60175 25.07666 2.71418 2.30432 29.31522
0.55198 25.27543 2.80887 2.29622 29.07638
0.55946 25.30689 2.65524 2.24781 29.2442
0.57836 25.52583 2.52022 2.18694 29.20278
0.56161 25.55252 2.47869 2.31929 29.10182
0.58069 25.79725 2.50919 2.28457 28.84289
0.58888 25.04387 2.75279 2.26084 29.36658
0.59203 24.95116 2.66491 2.19707 29.60874
0.55587 25.4935 2.75045 2.24324 28.97412
0.58035 25.41813 2.74774 2.16822 29.09565
0.603 25.46922 2.79169 2.08287 29.06651
0.59287 25.26216 2.74865 2.18244 29.22646
