"V1" "V2" "V3" "V4" "V5"
1.04634 17.95721 7.2513 7.67599 26.15562
1.07413 17.90971 7.17698 7.7093 26.22238
1.12852 18.02244 7.29864 7.52842 26.099
1.04382 18.25706 7.21028 7.69611 25.85696
1.12052 17.70998 7.62946 7.70235 25.91863
1.00625 17.6651 7.37878 7.96349 26.07178
1.01876 17.721 7.40868 7.57349 26.34515
1.17235 17.79374 6.97567 8.00639 26.11495
1.11018 17.99164 6.86084 8.00616 26.07286
1.09027 18.16044 7.08935 7.97709 25.73916
1.08644 18.06713 7.3081 7.78124 25.81934
1.06791 18.4234 7.17759 7.75211 25.6418
1.12135 17.99939 7.3877 7.71445 25.85144
1.09983 17.80194 7.62011 7.70253 25.84303
1.01407 18.19905 7.6325 7.48993 25.74304
1.04081 18.50233 7.43871 7.22715 25.84652
1.05131 18.03875 7.39306 7.74796 25.85279
1.08621 17.48057 7.51713 7.9797 26.01643
1.13398 17.71492 7.53077 7.83724 25.90033
1.04244 17.77689 7.62711 7.81565 25.85116
1.01382 18.14905 7.29201 7.69672 25.96934
1.13708 18.18942 7.20301 7.93668 25.63033
1.1065 18.23056 7.39415 7.84633 25.50798
1.15998 18.02878 7.0172 7.83306 26.03582
1.0829 18.04168 6.83718 7.79132 26.28302
1.02313 18.30502 6.95528 7.57273 26.19235
1.09869 18.16047 6.90902 7.92227 25.97388
1.09072 17.86919 7.29569 7.76298 26.04686
1.08522 18.31678 7.39545 7.78724 25.49235
0.98644 18.53892 7.29733 7.56517 25.70025
1.11116 18.20699 7.29713 7.60907 25.85385
1.07666 18.3221 7.29121 7.31936 26.03793
1.06533 18.41991 7.5101 7.32688 25.74286
1.09323 18.27135 7.18423 7.6064 25.94304
1.15165 17.77419 7.4155 7.60226 26.12098
1.0692 18.17946 7.35358 7.74114 25.71216
1.08009 17.98647 7.39673 7.62235 25.98763
1.08797 18.00118 7.09572 7.71883 26.16181
1.05848 18.18873 7.11806 7.54579 26.17051
1.12312 18.04685 7.3384 7.62941 25.92358
1.04602 18.20088 7.38641 7.90709 25.54781
1.06108 17.96401 7.10965 7.76561 26.17621
1.04578 17.89666 7.27907 7.66398 26.20326
1.00686 18.21464 7.04181 7.86446 25.9181
0.98355 18.56447 7.06826 7.69636 25.73954
1.00752 18.42738 7.44325 7.68024 25.50576
0.99846 18.3486 7.47871 7.81186 25.43572
1.0095 18.52948 7.15886 7.85019 25.53334
0.98863 18.18694 7.40244 7.63768 25.84528
1.15625 18.07955 7.03134 8.0357 25.75359
1.19017 18.00338 7.09228 8.02528 25.73197
1.08817 18.33355 7.25787 8.01297 25.35887
1.06719 18.22319 7.41345 8.32162 25.07093
1.22128 18.05572 7.47142 8.3701 24.99648
1.16795 17.95215 7.2273 8.13803 25.57798
1.17208 18.20277 6.76949 8.25801 25.68652
1.12496 18.12865 6.97157 7.9395 25.94181
1.14977 18.34471 6.96433 8.07474 25.57035
1.00219 18.3737 7.08569 7.84558 25.81535
0.96322 18.88857 6.97118 7.68391 25.59515
1.07151 18.37163 7.5774 7.6434 25.43416
1.05088 18.68674 7.02658 7.57783 25.72834
1.12354 18.21206 6.9496 7.8922 25.87714
1.08443 18.44859 6.8841 7.80349 25.84086
1.01937 17.88015 7.21565 8.09965 25.86339
1.07236 18.16324 7.42966 8.1436 25.34552
1.01466 18.32407 7.31397 8.42738 25.04667
1.10135 18.08857 6.98609 8.61508 25.30279
1.04938 18.34096 7.07615 8.28992 25.33495
1.02027 18.30459 7.00514 8.4521 25.32308
1.10736 18.1606 7.06871 8.15126 25.60267
1.07813 18.12756 7.11265 8.31662 25.45339
1.08612 18.2635 6.81795 8.26224 25.65952
1.00046 18.5121 6.99722 8.4921 25.09498
0.97902 18.39615 7.18307 8.41772 25.14285
1.03851 18.41537 6.7808 8.60314 25.26531
1.12821 18.42038 6.83001 8.65125 25.09203
1.07927 17.9416 6.74039 8.45941 25.84027
1.06287 17.87458 7.14161 8.25263 25.74406
1.01905 18.28247 7.00849 8.53826 25.25378
1.06161 18.12881 6.99179 8.40622 25.49365
1.03026 17.91045 7.11532 8.49052 25.53163
1.08398 18.23529 6.94443 8.12016 25.69385
1.19316 17.75429 7.16607 8.13727 25.8358
1.04092 17.76918 7.33314 8.18295 25.74326
1.03056 18.11598 7.09313 8.03407 25.78377
1.051 18.06021 7.46261 7.84548 25.65438
1.13487 17.93121 7.44524 7.95648 25.61004
1.02172 18.11614 7.07302 8.15535 25.71301
1.05076 18.40912 6.70271 8.32745 25.57563
0.96831 18.39523 6.66954 8.1995 25.83261
0.97719 18.35951 7.33392 7.79714 25.60095
1.03169 18.46285 7.60447 8.12387 24.90277
1.09662 17.89656 7.75679 8.32513 25.03332
1.11287 18.09323 7.60692 8.17521 25.09339
0.96385 18.01082 7.86437 8.04242 25.18542
0.95083 17.97777 7.74415 7.90055 25.52235
0.96715 17.88788 7.57419 7.86079 25.80473
0.96696 18.2283 7.44462 7.78474 25.6504
1.0182 18.43835 7.09513 7.8449 25.68575
1.02908 18.1042 7.57929 7.62009 25.74917
1.11428 18.18677 7.16876 8.12271 25.51093
1.1641 18.75863 7.0231 8.01632 25.15445
1.08514 18.46369 6.91398 7.99288 25.61079
1.14804 18.05669 7.19743 7.99041 25.67501
0.97384 18.01192 7.00221 8.06408 26.00628
1.07819 17.87292 7.27066 7.96517 25.89857
1.07698 18.05495 7.15219 8.00533 25.76919
1.17175 17.64888 7.20827 8.10251 25.95904
1.04631 17.8392 7.11823 8.26657 25.81614
0.95933 17.62065 7.09872 7.9891 26.38233
1.10299 17.96951 7.36551 7.79388 25.84904
1.12895 17.86559 7.14158 8.02739 25.91651
1.08423 17.94258 6.92765 8.02801 26.06459
1.07554 17.99156 7.06512 8.19306 25.73601
1.14775 17.44808 6.98955 8.06869 26.38885
1.07902 17.59838 7.23412 8.21413 25.9303
1.11074 18.18987 6.94167 8.13718 25.68859
1.1217 17.8986 6.91062 8.01141 26.09685
0.98688 18.2236 7.06698 8.08187 25.6908
1.03802 18.25669 6.79727 8.09083 25.87477
1.07744 18.2075 7.32472 7.80367 25.64768
1.01909 17.89256 7.20989 8.13614 25.80241
1.06468 17.81599 7.25704 8.26797 25.68053
1.01344 18.13682 7.3229 8.09035 25.51085
1.07373 17.70894 7.59964 8.26264 25.44689
1.1086 17.62556 7.35741 8.07763 25.89613
1.07563 18.0058 7.29231 8.02669 25.66305
1.04709 18.19312 7.10722 8.00517 25.70736
1.01487 17.72272 7.37267 7.99286 25.94451
0.99394 17.76768 7.48525 8.07863 25.73362
0.98378 18.08305 7.03272 7.84002 26.1099
0.94512 17.85578 7.34719 8.20196 25.72772
1.00051 18.11979 7.20196 8.19536 25.57026
0.9978 17.76581 7.13646 8.44735 25.71366
0.98376 18.18032 7.07698 8.38257 25.45032
0.98556 17.81905 7.19631 8.49002 25.57227
0.97614 18.20658 6.93508 8.55494 25.39651
1.06516 18.23051 7.01433 8.4678 25.31703
1.09201 18.38679 6.85295 8.59823 25.16758
1.11156 17.81449 7.26889 8.54782 25.33804
1.02053 18.09163 7.46096 8.59207 24.94023
1.02429 18.16163 7.35349 8.49135 25.07999
1.04862 18.00525 7.24343 8.68111 25.14662
1.05633 18.06486 7.1647 8.58833 25.26344
1.02489 18.04329 7.12246 8.49003 25.42212
1.10734 18.03582 7.17746 8.11095 25.66089
1.05501 18.01854 7.15013 8.60893 25.28972
1.02718 18.52059 6.63706 8.57341 25.36743
1.11419 18.48041 7.04286 8.21306 25.22386
1.01864 18.75569 6.95843 8.31083 25.04886
0.92802 18.42712 7.19461 8.13359 25.40782
1.08268 18.3177 7.26013 8.15457 25.28871
1.11254 18.20766 7.24086 8.30311 25.20652
0.98656 18.50385 6.83513 8.19521 25.54464
1.07521 17.931 7.23734 7.94326 25.8768
1.09054 18.01626 7.24101 8.13388 25.58746
1.03884 17.8302 7.62188 8.25029 25.38961
1.02797 18.20983 7.46324 8.3256 25.10131
1.02375 18.12997 7.28414 8.18023 25.47334
1.01711 18.11211 6.88802 8.57464 25.47644
1.04635 17.83613 6.82993 8.54921 25.78847
1.17232 17.80647 7.29975 8.07847 25.70909
1.00681 18.16859 7.22771 8.17191 25.50161
1.05548 17.98308 7.43304 8.2569 25.34289
1.11695 18.03258 7.46376 8.12435 25.32232
1.19651 18.10097 7.20192 8.49564 25.09603
1.07978 18.18896 7.33199 8.46113 25.05436
1.05037 18.39058 7.43992 8.1652 25.05043
1.11481 18.13589 7.37236 8.17555 25.29281
1.03601 17.74505 7.62472 8.22064 25.45415
1.09934 17.82102 7.45724 7.79193 25.89826
1.08522 18.20167 7.39768 7.97972 25.4512
1.0794 17.6725 7.71586 7.86817 25.79141
1.10905 17.82007 7.70249 8.00303 25.46782
1.03674 17.689 7.51375 8.29286 25.55935
1.15396 17.67325 7.66881 8.05312 25.5788
1.1479 17.97961 7.40223 8.01433 25.53836
1.10912 17.78082 7.37158 8.01998 25.78557
1.00529 18.10271 7.53283 8.30084 25.16315
0.93529 17.84358 7.65872 8.17451 25.47515
1.05791 17.79444 7.24389 8.2686 25.71585
1.0446 18.0338 7.10126 8.17271 25.72098
1.02196 17.97882 7.05939 8.23737 25.78804
0.92164 18.2449 7.21189 8.34904 25.36961
1.03481 17.9827 7.20684 8.32429 25.54212
1.10344 17.48074 7.40367 8.10888 25.9735
1.06651 17.724 7.2094 8.14538 25.92551
0.98028 17.68881 7.58039 8.23944 25.59449
0.99342 17.68597 8.04361 8.17304 25.2573
1.07267 17.57594 7.58698 8.26129 25.59302
1.0906 18.07089 7.34433 8.36003 25.27757
1.06396 18.09217 7.42457 8.20408 25.33007
1.02334 17.93482 7.49942 8.19821 25.48058
1.11349 17.76693 7.97839 8.10573 25.18929
1.09864 17.62019 7.60055 8.3826 25.4081
1.14332 17.89918 7.1733 8.25197 25.63319
1.19482 17.53784 7.49752 7.95355 25.90527
1.07857 17.76626 7.25313 8.0358 25.94976
1.12383 17.64003 7.31646 8.26386 25.73001
1.10823 17.96837 7.17118 8.03864 25.76015
1.0823 17.86287 7.33337 8.22152 25.57276
1.14555 17.92653 7.21934 8.05761 25.73864
1.13501 17.7924 7.51498 8.0579 25.59231
0.99933 17.904 7.29827 8.19979 25.68536
0.99951 17.80771 7.27769 8.3976 25.58765
1.03591 18.13131 7.3412 8.00966 25.58092
1.06105 17.45174 7.55661 8.4145 25.63527
1.03294 17.92981 7.34223 8.08533 25.71172
1.02576 17.94597 7.10078 8.12131 25.89792
0.92553 17.9705 7.3577 8.12736 25.71088
0.99001 17.89293 7.38238 8.20368 25.65406
1.07104 18.22728 7.26757 8.14463 25.45286
1.06413 18.06634 7.26842 8.24452 25.49108
1.09234 18.22949 6.9899 8.09602 25.68517
1.0724 17.91762 7.32636 8.09363 25.72113
0.98189 18.07508 7.30452 8.10684 25.70553
1.0821 17.96368 7.30625 8.11665 25.65872
1.07157 17.78464 7.6309 8.1145 25.49774
1.07642 18.32154 7.43611 7.98554 25.32949
0.977 17.99947 7.33389 8.20877 25.54521
1.12657 17.75534 7.24211 8.30864 25.64781
1.16432 17.99224 7.19374 8.23207 25.5365
1.21566 17.78682 7.34896 8.12287 25.60748
1.11793 18.04459 7.42224 8.00784 25.51657
1.08962 17.81125 7.38067 8.22846 25.58612
1.08845 17.96736 7.36116 8.13309 25.55416
1.11208 18.16207 7.27305 7.84275 25.67817
1.00892 18.3195 6.96141 8.14393 25.63914
1.02905 18.28854 7.45972 7.80766 25.49771
1.19691 18.16166 7.13963 7.83664 25.73292
1.17301 17.86445 7.33619 7.86042 25.81846
1.13094 18.01143 7.26937 8.04268 25.6159
1.07067 18.10072 7.63229 8.01831 25.27594
1.04648 18.33698 7.04537 7.95481 25.68108
1.01883 17.98983 7.32981 7.747 25.96837
1.00069 18.1273 7.30665 7.89885 25.73364
1.06608 17.77837 7.32782 8.17948 25.73062
1.01078 17.71638 7.52632 8.08299 25.73148
1.0256 17.69818 7.44664 8.16006 25.73571
1.12155 17.71188 7.48118 8.01168 25.76638
0.99132 17.96396 7.41924 7.83799 25.84281
0.98382 17.81441 7.38741 8.01457 25.85159
1.04811 17.73684 7.4577 8.12241 25.69601
1.1043 17.93556 7.35849 7.77861 25.87736
0.95976 18.08222 7.32153 7.91818 25.79503
1.02318 18.19805 7.32238 7.86513 25.71737
1.05402 18.02994 7.28884 7.80018 25.91642
1.04756 18.42336 7.08481 7.84793 25.66199
1.1108 18.3457 6.73843 7.94233 25.92205
1.02383 18.22729 7.08202 7.89395 25.82751
1.03437 18.16582 7.17061 7.91643 25.77688
1.04996 18.12469 7.25631 8.24552 25.38906
1.0359 17.8921 7.58958 8.03447 25.53066
1.02437 17.70486 7.30447 7.93339 26.10388
1.03497 18.08835 7.29955 8.17771 25.48678
1.0654 17.72385 7.68845 8.03047 25.61873
1.05532 18.28898 7.20526 7.92172 25.60107
1.12402 18.19482 7.33692 8.1063 25.31661
1.06336 18.12593 7.50122 7.918 25.4852
0.96519 18.00456 7.56623 8.08203 25.45748
1.06322 17.85241 7.41469 8.12251 25.62688
0.97085 18.04621 7.45447 7.99942 25.59382
0.96934 18.1592 7.14709 7.96722 25.80372
1.01927 18.01957 7.08981 8.23799 25.69137
1.07537 18.08861 7.23822 8.24234 25.40642
1.10898 17.87603 7.40495 8.10212 25.56784
1.00436 18.01549 7.27697 8.28149 25.47113
1.05179 18.16905 7.12072 8.25839 25.46485
1.0234 17.98006 7.17617 8.19827 25.69178
1.0575 17.98022 7.08245 7.83709 26.10286
1.10496 17.88804 7.20168 8.21638 25.68837
1.06719 18.30898 7.20765 8.1246 25.40702
1.06258 18.46179 7.28369 8.34525 24.96843
1.16834 18.30109 7.62069 7.85005 25.16179
1.18438 17.86271 7.57807 8.22745 25.28588
1.05488 17.87288 7.58728 7.93902 25.64012
1.04581 17.59728 7.73185 7.87223 25.86442
1.21647 17.79188 7.32938 8.01425 25.78302
1.1699 18.1476 7.30236 8.09781 25.3782
1.10753 17.87482 7.37994 8.09411 25.59127
1.11949 17.89219 7.16835 8.44789 25.43018
1.08428 18.05151 7.0238 8.35977 25.54793
1.17137 18.12306 7.41529 8.47868 24.91547
1.11963 18.46846 7.20155 8.29844 25.00703
1.10792 18.31313 7.18329 8.06932 25.39993
1.22459 17.62491 7.47592 7.89067 25.8646
1.09582 18.21306 6.78155 8.27569 25.68105
1.0825 18.17158 7.09012 8.30297 25.41372
1.12385 17.86755 7.60397 8.06725 25.43572
1.22908 17.97798 6.99247 8.18805 25.67388
1.11527 18.09607 6.97858 8.42616 25.4571
1.17732 18.48439 7.04329 8.06019 25.32258
1.18528 18.76105 6.83696 8.37194 24.94606
1.13231 18.33495 7.12998 8.11085 25.36192
1.073 17.87081 7.04296 8.22834 25.85407
1.1452 17.88253 6.76245 8.20146 26.05151
1.10988 17.91487 7.2604 8.10281 25.69518
1.06133 18.02451 7.48181 8.28968 25.22313
1.06259 18.29182 6.95835 8.68381 25.07975
1.05505 18.2273 6.90436 8.53309 25.34183
0.99337 18.49022 6.84032 8.42606 25.30192
1.01163 18.61923 6.77112 8.04004 25.62454
1.02562 18.37231 7.06202 8.17793 25.49048
1.06334 18.62935 6.94393 7.8422 25.58624
1.03473 18.44671 7.10042 8.11011 25.39325
1.07135 18.24838 7.02034 8.19896 25.53172
1.01293 18.55069 6.81006 8.33378 25.36471
0.97445 18.10012 6.98445 8.47652 25.52365
1.02362 17.99354 7.22741 8.21564 25.61079
