"V1" "V2" "V3" "V4" "V5"
1.2883 17.15184 5.92324 1.9429 33.69807
1.39353 17.31488 5.77331 2.08354 33.44055
1.29575 17.80725 6.04762 2.02231 32.83178
1.43146 17.84003 6.15527 2.07561 32.5021
1.29844 17.21647 6.2726 2.23702 32.98064
1.23487 17.26403 6.26271 2.29527 32.94959
1.2329 17.57952 5.85076 2.37159 32.96967
1.292 17.53661 6.41148 2.34263 32.42482
1.36312 17.3495 5.8558 2.26004 33.17412
1.31531 17.51169 5.7623 2.28416 33.12948
1.26197 18.06749 5.44519 2.52651 32.70337
1.38701 17.90989 5.82433 2.20758 32.67501
1.25541 17.54393 6.14702 2.17441 32.88389
1.33076 17.46071 5.63872 2.11287 33.46025
1.12049 17.33198 6.03891 2.07136 33.44118
1.23385 17.20589 6.13426 2.39225 33.03728
1.33031 17.6182 6.19916 2.47349 32.38584
1.33489 17.57751 5.914 2.28576 32.89289
1.30044 17.4985 6.22435 2.25295 32.73308
1.24361 16.92427 6.94655 2.2262 32.66866
1.19869 17.97628 6.07267 2.32103 32.44174
1.3098 17.01336 6.37804 2.33147 32.9744
1.25273 17.3747 5.75307 2.45989 33.16301
1.25208 17.44812 5.85447 2.47715 32.97262
1.25241 17.63461 6.37801 2.47069 32.26768
1.24383 17.61809 5.76885 2.55121 32.82107
1.20019 17.70541 5.59179 2.43866 33.06879
1.18111 17.20252 5.51168 2.45504 33.65276
1.28917 17.53238 5.42238 2.33225 33.42702
1.31419 17.82631 5.38352 2.33886 33.14189
1.26198 17.89735 6.10626 2.60939 32.13385
1.24046 17.4503 6.12585 2.44941 32.73807
1.21648 17.2442 5.60857 2.26992 33.66345
1.26738 18.03905 5.37128 2.31899 33.00922
1.19041 17.24868 5.87721 2.33009 33.35697
1.12312 17.20204 6.71961 2.14906 32.80972
1.20817 17.06968 5.65093 2.21438 33.85916
1.18494 18.13293 5.53307 2.44987 32.7033
1.19368 18.29336 5.23147 2.54587 32.73976
1.20199 18.02066 5.79181 2.25406 32.73512
1.22636 17.91741 5.94781 2.11973 32.79327
1.27548 17.96729 5.74104 2.09614 32.92581
1.29283 18.49613 5.92554 2.22808 32.0646
1.31777 17.73533 5.78912 2.19651 32.96358
1.34383 17.52752 5.90401 2.13723 33.09013
1.4625 17.36771 5.81483 2.07241 33.2848
1.4661 17.73108 5.45626 2.22571 33.12393
1.33794 17.93723 6.01571 2.25098 32.46277
1.24505 17.89053 5.89535 2.32929 32.64321
1.50387 18.16669 5.83662 2.14152 32.35512
1.34541 17.34397 5.47274 2.10976 33.72918
1.29718 17.97232 5.67066 2.42796 32.63431
1.35677 17.81465 5.99547 2.38419 32.45297
1.34173 17.64735 6.00273 2.55467 32.46025
1.47551 17.8244 5.67171 2.40756 32.62485
1.42528 17.76124 6.30353 2.49236 32.02949
1.41802 17.96891 5.99641 2.49622 32.13204
1.29766 17.6074 6.13175 2.46145 32.51163
1.29135 17.23906 6.79757 2.29117 32.40522
1.36347 17.18665 6.16251 2.47456 32.82073
1.23092 17.04673 6.27086 2.26478 33.19233
1.27768 17.48548 5.7455 2.36292 33.13238
1.40024 17.33825 5.90566 2.36503 32.99414
1.37861 17.9028 5.89466 2.64491 32.18529
1.42162 18.12276 6.21097 2.52222 31.73143
1.45379 17.97686 5.73279 2.40666 32.44127
1.40491 17.2457 5.95786 2.39106 33.00852
1.49447 17.40663 5.70885 2.38181 33.01417
1.40504 17.69393 5.3957 2.41477 33.09494
1.40311 17.1849 5.84171 2.44516 33.133
1.30365 17.14945 5.97277 2.22449 33.35623
1.21854 17.56048 6.11611 2.4792 32.63203
1.151 18.06121 6.27535 2.26656 32.25475
1.30066 17.19977 6.34139 2.31383 32.84899
1.26517 17.59688 6.10767 2.18979 32.84593
1.23063 17.78542 6.2091 2.14879 32.63515
1.44239 17.02457 6.74414 2.142 32.65662
1.4174 17.83092 5.99425 2.4132 32.34871
1.24619 17.62225 6.20921 2.54095 32.38775
1.28376 17.90007 5.6203 2.53849 32.66338
1.31394 17.64814 5.57717 2.48216 32.98245
1.18637 18.07377 5.54757 2.33911 32.85716
1.21901 17.67053 5.65969 2.3151 33.13947
1.58406 17.75355 5.766 2.37603 32.52581
1.27192 18.05238 5.72924 2.47867 32.47225
1.21007 17.54696 5.9038 2.45427 32.88813
1.13701 17.8119 5.98555 2.557 32.51363
1.34729 17.51793 6.09364 2.51375 32.53227
1.35526 17.98349 5.90854 2.51828 32.24039
1.25566 17.32793 6.36302 2.40661 32.6515
1.41494 17.91935 5.86367 2.26294 32.54425
1.31385 17.61385 5.93059 2.17618 32.96887
1.49103 17.94067 5.82223 2.19305 32.55807
1.44755 17.50398 6.41526 2.19236 32.44642
1.46978 17.84731 5.88493 2.05377 32.74708
1.54026 17.79459 5.6713 2.18821 32.80936
1.39416 16.97148 6.18557 2.08312 33.3709
1.18844 17.29177 5.78885 2.49923 33.23692
1.44775 17.11903 6.27975 2.35202 32.80619
1.30465 17.0486 6.44555 2.60709 32.59907
1.28322 16.95234 6.32712 2.33872 33.10234
1.29118 17.53767 6.16366 2.44847 32.5654
1.26223 16.70669 6.13203 2.46014 33.44403
1.23452 17.6917 5.58221 2.56041 32.93461
1.22071 17.13914 6.02827 2.44933 33.16704
1.08734 17.53753 6.06805 2.42955 32.88191
1.26029 17.66432 5.83807 2.33367 32.91095
1.21657 17.50933 5.98846 2.42657 32.8641
1.17669 17.79469 5.97237 2.27028 32.79492
1.27276 17.97661 5.85286 2.2971 32.6103
1.08421 18.62741 6.07974 2.26963 31.94478
1.26551 17.47111 6.14364 2.04585 33.08058
1.29924 17.69525 6.55684 2.1342 32.32339
1.28385 18.08977 6.17996 2.21696 32.23324
1.34018 17.18176 6.67237 2.12856 32.68173
1.33355 17.78145 6.69867 2.14993 32.04217
1.32018 17.68649 6.37344 2.30628 32.31879
