"V1" "V2" "V3" "V4" "V5"
2.03293 14.43543 10.19468 8.60347 24.93535
1.71884 14.85323 9.58092 9.03039 24.97574
1.6909 15.63339 7.66812 9.68923 25.40524
1.68608 14.72018 7.31269 9.87924 26.47785
1.85504 14.09358 8.34059 10.17026 25.6415
1.55763 15.33978 9.59125 10.40704 23.34016
1.83751 15.10376 7.24808 9.19121 26.67301
1.70482 13.99966 6.87674 10.02901 27.44332
1.61106 13.71837 7.59386 9.86009 27.25425
1.41392 14.27301 7.65752 10.92692 25.80805
1.64595 14.41845 8.27798 8.62202 27.08225
1.40041 14.66914 7.27503 9.53006 27.16622
1.45865 15.29093 8.98219 8.72482 25.61818
1.25797 14.29222 10.42808 8.77012 25.33062
1.1185 13.74583 11.34889 9.09847 24.83564
1.22985 14.33313 9.65825 8.53558 26.29941
1.17209 13.33559 8.62799 10.29722 26.64608
1.35024 14.30581 8.40838 8.86473 27.12048
1.73174 13.71362 8.74836 9.19961 26.68224
1.26251 13.79541 9.33949 8.60112 27.07869
1.01475 15.83691 8.39908 8.68946 26.17608
1.45588 15.62826 8.56608 9.19801 25.27265
1.40829 14.76142 9.52304 9.40185 25.01598
1.43033 14.83178 9.92711 9.09632 24.83972
1.0546 12.92031 8.90794 9.87447 27.27861
1.02748 13.72898 8.91896 10.22029 26.16868
1.29441 14.49537 8.5061 9.74519 26.03322
1.01533 14.44346 10.24215 9.43652 25.01171
1.37086 15.99393 9.802 8.84368 24.15556
1.22343 14.67205 10.70959 8.49702 25.17119
1.51073 14.70123 10.86901 8.70148 24.47059
1.17252 14.3181 9.4055 9.74126 25.45093
1.37589 14.91172 8.1562 10.07121 25.56699
1.14176 14.69596 8.82096 9.45769 26.02422
1.07558 15.08524 9.34604 9.88247 24.76061
0.86051 15.61644 8.86142 8.82614 25.91064
1.27175 14.06658 8.40801 9.49238 26.81677
1.37688 14.13355 8.32382 9.84457 26.37856
1.05209 13.9948 10.56721 9.94669 24.60172
1.32824 14.58905 8.74665 9.82978 25.57474
1.2137 14.27631 8.98019 9.31376 26.29885
