"mean" "left.bound" "right.bound" "subgroup"
1.10289659 0.9176316 1.332316 "group0000"
0.48965197 0.397226 0.5957376 "group1000"
1.29189459 0.77829 1.9773832 "group0010"
0.74351473 0.6009288 0.9322688 "group0100"
0.39583881 0.312956 0.4946508 "group1100"
0.4410117 0.3173636 0.57315 "group1001"
0.85397011 0.6366556 1.0916172 "group0001"
0.53773797 0.3021092 0.83857 "group1010"
