"mean" "left.bound" "right.bound" "subgroup"
0.316161976463723 0.307658478471018 0.324839402450718 "group0000"
0.136155624854761 0.130967341876763 0.141640958731 "group1000"
0.303285618436688 0.276649613845291 0.332239666055816 "group0010"
0.369814276392336 0.357326873714816 0.381848322141217 "group0100"
0.203693691630436 0.192812412477035 0.214638254052943 "group1100"
0.121869976978155 0.111468897337416 0.133101290660564 "group1001"
0.266433846549783 0.249862499833537 0.283420880612665 "group0001"
0.153281275052055 0.132379608136467 0.175809074387663 "group1010"
