"mean" "left.bound" "right.bound" "subgroup"
33.9639772 33.561598 34.3797848 "group0000"
30.3108531 29.9532636 30.6613684 "group1000"
34.32835609 32.7836272 35.8646008 "group0010"
31.22924496 30.7196636 31.7767616 "group0100"
27.07537626 26.4394536 27.6852692 "group1100"
29.8621939 28.8814008 30.8611128 "group1001"
34.13485502 33.2486732 35.026684 "group0001"
30.02119492 28.484786 31.6325432 "group1010"
