"mean" "left.bound" "right.bound" "subgroup"
10.73798724 10.4298096 11.0484064 "group0000"
4.12706338 3.9584668 4.3097916 "group1000"
10.41190884 9.3733808 11.5638552 "group0010"
11.54926613 11.10888 12.0083364 "group0100"
5.5151784 5.188992 5.8469684 "group1100"
3.63940245 3.2982184 4.0053992 "group1001"
9.09497578 8.4708784 9.7146372 "group0001"
4.60360984 3.896428 5.3498 "group1010"
