"mean" "left.bound" "right.bound" "subgroup"
4.43676185 4.2593988 4.6238836 "group0000"
1.09037379 1.0224312 1.1557004 "group1000"
8.6528047 7.534922 9.8773412 "group0010"
10.20316016 9.7491152 10.624064 "group0100"
3.07021849 2.8523948 3.2826912 "group1100"
2.49804705 2.2123864 2.8019768 "group1001"
9.50449318 8.7692328 10.2229112 "group0001"
2.33968743 1.9267692 2.7847764 "group1010"
