"V1" "V2" "V3" "V4" "V5"
4.62664 20.82233 2.32782 0.43334 31.80406
4.55957 22.71765 2.36961 0.37149 30.00571
4.09134 24.40998 2.23747 0.34699 28.9397
4.18897 23.16501 2.24449 0.33972 30.08014
3.98589 24.26655 2.07096 0.30859 29.39723
4.39983 24.00546 2.18383 0.30078 29.14355
4.59454 23.4527 2.01046 0.31716 29.65325
4.75092 23.26189 2.50038 0.33208 29.19776
4.16313 23.03685 2.29921 0.35196 30.17568
4.65442 24.06806 2.73704 0.43708 28.15159
4.82407 24.86579 2.49977 0.5914 27.29494
4.51599 22.78684 2.47701 0.38549 29.86232
4.98847 22.58212 2.17785 0.27937 29.99628
4.53748 22.38341 2.35524 0.19449 30.54208
4.18728 21.76369 2.45285 0.24795 31.36742
4.46643 23.59444 2.64959 0.30277 29.05143
3.86025 23.24205 2.26805 0.29793 30.37638
4.20602 22.89447 2.85706 0.37578 29.70746
4.39127 23.02902 2.87776 0.46969 29.29095
4.30361 23.52375 2.47651 0.46123 29.29222
4.2562 23.94665 2.96087 0.41237 28.485
3.87244 23.58223 2.37304 0.29393 29.90114
4.63843 24.27099 2.7086 0.39692 28.03331
4.29927 23.13362 2.77342 0.36619 29.46551
4.43114 22.13804 3.12106 0.45652 29.91271
4.67857 24.76109 2.31148 0.37248 27.9299
4.90959 22.44588 2.54026 0.30619 29.82882
4.52591 22.70288 2.83109 0.31266 29.69191
3.83512 22.2798 2.54627 0.34173 31.03434
4.77578 23.29935 2.8792 0.56073 28.59543
4.39298 22.34542 2.7084 0.33699 30.26597
3.90259 22.91812 2.3831 0.34888 30.49118
3.42883 23.85007 2.06888 0.24874 30.43869
4.19961 24.90378 2.42064 0.36167 28.17996
4.79031 21.81633 2.88095 0.28103 30.25597
4.69247 23.79312 2.54522 0.36653 28.65081
5.36371 22.09591 2.63111 0.4934 29.49302
4.59206 25.63656 3.29796 0.62246 26.01874
4.88691 24.71834 2.7424 0.44738 27.32291
4.78831 24.19958 2.60197 0.5168 27.99643
4.30256 22.54567 2.56074 0.38045 30.24528
4.773 23.67189 2.98173 0.39866 28.23462
4.64611 24.2728 2.79206 0.44608 27.90177
4.07502 23.75803 2.60925 0.40894 29.18839
5.43565 22.401 2.38348 0.59341 29.25186
4.92306 22.95269 2.45843 0.49553 29.228
4.921 22.5879 2.40354 0.47115 29.69159
5.2037 23.72966 2.76359 0.45387 27.94745
4.73406 23.43456 3.29237 0.45968 28.16519
3.83995 22.24692 2.59456 0.38692 30.96695
3.71763 22.57704 2.1993 0.36645 31.15984
3.80904 22.9215 2.24366 0.33594 30.7073
4.09466 22.34603 2.2388 0.46144 30.90657
