"V1" "V2" "V3" "V4" "V5"
9.02479 14.75307 10.36817 0.69928 25.23741
9.23374 14.09673 10.22549 0.59757 25.90834
8.40264 15.07018 9.53383 0.50615 26.51694
8.63277 15.30327 9.56313 0.54304 25.9931
9.40568 14.71596 9.88709 0.64192 25.41707
9.10484 15.37141 9.17664 0.67757 25.7513
8.71844 15.29833 10.09765 0.71104 25.29388
9.9689 14.90402 9.24416 0.81729 25.19979
9.5443 14.55795 10.24338 0.82435 24.96329
8.90962 14.21107 10.75887 0.89723 25.32976
9.20801 14.79766 9.51088 0.7978 25.76818
8.57138 15.03193 10.17543 0.82193 25.49676
9.63442 15.22549 10.10658 0.90618 24.25273
9.4876 14.28399 10.37087 0.91995 25.03672
8.81663 14.85291 10.54873 0.98467 24.94607
8.5709 15.45065 10.61615 0.90765 24.61089
8.94382 14.62584 10.30301 0.65936 25.55071
9.63009 14.69718 10.14509 0.73558 24.88315
9.32635 14.91587 9.51461 0.96751 25.39279
9.06114 14.64852 10.01263 0.9552 25.43949
8.7918 14.65028 10.04769 0.88173 25.76654
8.86857 14.9068 10.58196 0.80034 24.92975
8.65294 14.84799 10.27053 0.92728 25.41272
8.8268 14.77117 10.76514 0.9166 24.84507
9.50653 14.5216 10.57733 0.97835 24.59669
9.49042 14.51424 11.2524 0.83552 24.06863
9.33599 14.25176 9.98517 0.69133 25.82575
8.97145 15.3254 10.08241 0.71159 25.06677
8.45217 15.31936 9.73871 0.66988 25.88935
8.92565 16.20601 9.16331 0.96459 24.8701
8.9108 15.30396 9.3204 0.83979 25.71539
9.50587 15.34692 9.16844 0.74826 25.32959
8.6941 15.43311 9.53056 0.75319 25.67912
9.45126 14.72044 9.73843 0.88602 25.30575
9.16587 15.19632 9.35754 0.76405 25.57333
9.3627 14.84498 9.45287 0.75053 25.65853
9.30752 14.9367 9.69531 0.77879 25.37353
9.20747 15.08848 9.57943 0.84559 25.35939
8.52597 14.60819 10.25372 0.9408 25.76782
8.57937 15.23271 10.57713 0.95897 24.77853
8.25382 15.24172 9.99974 0.84445 25.73662
8.72613 14.71861 10.49692 0.81722 25.31639
9.18771 14.53324 10.11951 0.85499 25.3784
8.76922 14.70568 10.28428 0.75583 25.55988
9.31681 14.23065 9.97673 0.61781 25.90094
9.31822 15.00414 9.61688 0.60918 25.50075
8.9896 15.10904 10.40716 0.73248 24.84019
8.88363 14.57402 10.22438 0.61615 25.74882
9.27731 14.88655 10.20459 0.68423 25.01117
9.01389 14.78695 10.94913 0.65906 24.65223
9.09206 15.59553 10.65949 0.61952 24.1066
9.27279 14.4259 10.4982 0.6634 25.18275
8.90241 14.40838 10.54167 0.68608 25.51806
8.68257 14.43635 10.16304 0.74826 26.01585
8.90823 14.50433 9.79229 0.83887 26.01749
9.34882 14.46773 9.37536 0.85032 26.03042
8.49034 14.17397 9.96988 0.78958 26.63946
9.15581 14.79782 9.10314 0.87544 26.13447
8.71691 14.73828 9.97063 0.86501 25.78111
8.46541 14.40427 9.96466 0.81439 26.40261
8.95967 15.03073 9.64035 0.71256 25.71643
