"V1" "V2" "V3" "V4" "V5"
11.00624 17.85496 4.54959 1.12875 25.62915
10.6825 18.03297 4.53675 1.00209 25.88764
10.83154 17.8603 4.45973 0.93311 26.01888
10.52749 18.293 4.32592 1.04964 25.91622
10.57777 18.45962 4.40552 1.22181 25.51495
10.7752 17.86333 4.63757 1.06976 25.80501
10.5764 17.93665 4.69463 1.15177 25.8268
10.45729 18.2503 4.41956 1.21284 25.85619
10.5762 18.18472 4.51517 1.1011 25.77126
10.43456 18.13219 4.52955 1.13067 25.91031
10.64926 17.9521 4.51952 1.1112 25.89768
10.81236 17.64451 4.58381 1.12794 25.95948
10.27361 18.28326 4.59119 1.08047 25.88546
11.10709 17.68113 4.78096 1.33938 25.25019
10.99516 18.21572 4.3974 1.22804 25.34488
10.78639 18.09369 4.39429 1.32979 25.63518
10.7937 17.83309 4.53183 1.23225 25.78956
10.90115 17.62358 4.68312 1.24256 25.69546
10.49068 18.11468 4.59135 1.13688 25.80235
10.41815 17.94054 4.70439 1.24246 25.8782
10.46848 18.36788 4.50422 1.26208 25.6149
10.50888 18.13578 4.62109 1.11439 25.758
10.70537 17.83002 4.54242 1.2182 25.85978
10.83555 18.02869 4.42153 1.23484 25.66358
10.7979 17.91397 4.35088 1.13914 25.98273
10.37028 18.3269 4.42024 0.99094 26.01488
10.4553 17.81684 4.88373 0.97812 25.97754
10.77421 17.79963 4.60257 1.03147 25.96488
10.63408 17.71014 4.637 0.97323 26.15014
10.53182 18.33937 4.62746 1.063 25.57415
10.67424 17.83943 4.66934 0.93891 25.97337
10.82661 17.99962 4.59552 1.06513 25.65072
10.6065 17.85055 4.68463 1.12905 25.87228
11.0302 17.8063 4.5679 1.09415 25.64743
10.63587 18.23098 4.71412 0.96498 25.55507
10.0724 19.01598 4.68193 1.01176 25.34682
10.40379 18.50626 4.68395 1.1571 25.41068
11.03049 17.95853 4.701 1.08653 25.36324
10.99434 17.84442 4.81112 1.12318 25.39599
10.65499 18.33042 4.59657 1.16394 25.43153
10.66052 18.58059 4.61138 1.07418 25.21972
10.77251 18.58488 4.62616 1.041 25.12492
10.3752 18.39291 4.6306 1.0194 25.69887
10.8942 18.30513 4.51605 1.1503 25.29012
10.98264 18.11182 4.59565 1.09952 25.34473
10.67082 18.45163 4.28522 1.05172 25.67632
10.26726 18.35541 4.31076 1.0627 26.12095
10.5537 18.05947 4.57909 0.95398 25.96986
10.69297 18.13848 4.66623 0.99456 25.63783
10.62198 18.48993 4.77164 1.07376 25.1872
10.06248 18.8115 4.48742 0.91128 25.79999
10.53597 18.28241 4.47666 0.88944 25.88814
10.53499 17.93651 4.67535 1.01472 25.95588
10.88139 17.6525 4.55772 1.05002 25.96195
10.77962 17.852 4.43166 1.07345 25.98077
10.76933 17.83525 4.55785 1.04906 25.91351
10.55095 17.90485 4.56434 1.10681 26.02199
10.35693 18.08456 4.56165 1.0539 26.0621
10.45706 18.20066 4.66954 0.97252 25.81527
10.58498 18.0214 4.69032 0.98157 25.81383
10.51818 18.14213 4.48088 0.96651 25.99089
10.54564 18.02911 4.57653 0.95927 26.01855
10.8654 17.89363 4.60827 1.10752 25.69308
10.33522 18.38926 4.47808 1.11463 25.85842
10.71813 18.02011 4.55355 1.06524 25.79396
10.75096 17.82751 4.44732 1.04638 26.06842
10.94918 18.06008 4.48086 1.09544 25.57288
10.91528 17.72687 4.79315 1.34151 25.45079
11.24594 17.56292 4.70973 1.0913 25.54103
11.2529 17.33195 4.70442 0.98414 25.82585
11.00868 17.52554 4.71158 1.20289 25.70185
10.67289 17.61276 4.66592 1.22663 25.99069
11.09931 17.55726 4.71798 1.12357 25.63202
11.06666 17.81285 4.49979 1.14975 25.59293
10.40578 18.01871 4.56751 0.98513 26.12066
10.80676 17.96878 4.72968 1.05739 25.56807
10.75435 18.25426 4.65966 1.00906 25.43369
10.74211 18.24299 4.63915 0.99415 25.47805
10.8594 18.26221 4.50261 1.02023 25.44155
11.07528 17.75411 4.54526 1.03801 25.68021
10.64529 18.01581 4.63165 1.02699 25.74892
10.70055 18.38335 4.47084 0.98157 25.5288
10.40207 18.50716 4.36277 1.15128 25.66566
10.18642 18.51372 4.46447 1.24332 25.71073
10.40531 18.42973 4.47144 1.05305 25.7239
10.55434 18.44674 4.52504 1.126 25.44738
10.48472 18.33306 4.58932 1.18782 25.52237
10.40235 18.38824 4.48619 1.00802 25.80659
10.71706 18.28679 4.53103 1.03494 25.52219
10.72456 17.87176 4.66676 1.04708 25.76564
10.5671 17.74904 4.70138 0.88396 26.14922
10.99788 17.94104 4.53855 0.90605 25.687
10.93926 17.88886 4.73436 0.91985 25.61552
10.95581 17.48014 4.64327 0.84921 26.13483
10.6098 17.85831 4.78894 1.06728 25.78347
10.59865 18.01989 4.68708 1.1655 25.65877
10.45812 18.13484 4.58173 1.18773 25.74781
10.43093 18.21841 4.65798 1.1984 25.63115
10.31782 18.52621 4.58465 1.21511 25.50351
10.50738 18.16167 4.85381 1.17173 25.43206
10.44711 18.44074 4.6088 1.04398 25.56984
10.54242 18.32671 4.51625 1.21766 25.50727
10.6154 17.99346 4.63733 1.13996 25.70569
10.80491 17.75555 4.57696 1.25833 25.74145
10.68753 18.27434 4.61383 1.12028 25.43106
10.31932 18.15459 4.61809 1.16605 25.88197
10.8192 18.27279 4.53631 1.18418 25.38742
10.41357 18.67015 4.29269 1.21365 25.60547
10.54594 18.39143 4.51018 1.46366 25.33436
10.41318 18.13855 4.47965 1.7122 25.59925
10.14651 18.49516 4.38943 1.613 25.65125
10.23762 18.18649 4.42766 1.37634 25.96653
10.11203 18.15838 4.66657 1.18544 26.02022
10.64101 17.78307 4.75798 1.2075 25.76579
10.65661 18.41318 4.61619 1.20345 25.29997
10.47713 18.44619 4.5094 1.1671 25.58891
10.56628 18.28836 4.40576 1.27256 25.68482
10.50141 18.35046 4.64601 1.16998 25.50893
10.92163 17.88536 4.61438 1.20816 25.54121
10.53575 18.17967 4.46603 1.23768 25.72554
10.53489 18.58375 4.49005 1.19684 25.33842
10.59886 18.1933 4.51239 1.30507 25.56761
10.82719 17.99058 4.55957 1.35641 25.45683
10.7475 18.28444 4.56021 1.36117 25.24426
10.83857 17.55714 4.62129 1.16177 25.97536
10.85253 17.56908 4.73496 1.09744 25.84143
10.51692 17.91139 4.48118 1.12044 26.06589
10.7069 17.82338 4.55692 1.09989 25.91752
10.8942 17.98491 4.63811 1.1483 25.45329
10.32853 18.38036 4.68276 1.19681 25.52095
10.41546 18.36679 4.53543 1.09412 25.70071
10.24364 18.67608 4.463 1.1069 25.61606
10.8173 18.0735 4.41764 0.96521 25.8248
10.8172 17.84446 4.82816 1.0193 25.59394
10.73037 18.03353 4.68514 1.13559 25.5492
10.56091 18.23186 4.50278 1.09071 25.74315
10.36699 18.1399 4.54514 1.08312 25.96739
10.25859 17.62917 4.66732 0.9951 26.54215
10.34406 18.26822 4.48452 1.0132 26.00723
10.27058 18.51533 4.62962 1.06103 25.62964
10.26043 18.06352 4.64687 1.01289 26.09058
10.49685 18.05581 4.63593 1.16823 25.75527
10.74243 18.3929 4.52013 1.27812 25.22765
10.70835 17.87814 4.61285 1.42346 25.53989
10.68383 18.41624 4.59511 1.32967 25.13418
10.5578 18.34747 4.4435 1.0648 25.67829
10.72653 17.76345 4.56803 1.17249 25.87066
10.45749 17.94584 4.63441 1.20388 25.86912
10.59062 17.7073 4.77715 1.35945 25.73773
10.62903 17.63387 4.62208 1.2274 25.99946
10.1869 18.51546 4.50331 1.09797 25.79248
10.2578 18.04299 4.53276 1.07505 26.17038
10.59493 18.00593 4.62806 1.06835 25.80103
10.78409 18.07486 4.76368 1.1565 25.36599
10.52524 18.15208 4.58396 1.15463 25.70323
10.35221 18.0774 4.66966 1.19552 25.84386
10.78227 17.85876 4.39189 1.13439 25.95611
11.027 17.99204 4.40208 1.07191 25.59954
10.69679 17.71233 4.76392 1.11616 25.80457
10.45477 18.49672 4.47765 1.21606 25.50816
10.53513 18.32313 4.49078 1.35418 25.49694
10.23807 18.91964 4.44584 1.30122 25.26806
10.40831 18.36117 4.50292 1.43962 25.48306
10.443 18.25755 4.4549 1.26863 25.73504
10.81407 17.84555 4.38006 1.20017 25.88047
10.87489 17.73777 4.41527 1.21391 25.89255
10.55226 17.84425 4.48078 1.27254 25.98285
10.59271 18.1108 4.54465 1.27481 25.61688
10.43412 17.87621 4.53026 1.07899 26.17734
10.51815 18.09234 4.57753 1.01276 25.87218
10.4556 17.9795 4.82639 1.0849 25.7668
10.42257 17.84786 4.72646 1.06576 26.04913
10.37185 18.20499 4.41032 1.0357 26.06305
10.78377 18.16156 4.49773 1.00402 25.64608
10.704 18.36331 4.54364 1.0134 25.44605
10.99021 18.00351 4.46674 1.05921 25.57088
11.15678 18.0024 4.50304 1.0974 25.35231
11.16095 17.85087 4.72699 1.07268 25.30011
11.28769 17.7336 4.5827 1.05895 25.47859
11.02832 17.90878 4.55248 1.1199 25.55485
11.02184 17.93715 4.72104 1.25781 25.2715
10.75421 18.22615 4.46715 1.14409 25.57048
11.00745 18.33639 4.50522 1.20777 25.13861
11.20177 18.05528 4.35565 0.99094 25.49717
