"mean" "left.bound" "right.bound" "subgroup"
2.65683181 2.488864 2.8183588 "group1000"
7.13260027 6.8076888 7.4512576 "group0000"
8.28628214 7.1498996 9.513962 "group0010"
5.80832767 5.4022228 6.233962 "group1100"
12.23985721 11.6735912 12.8067788 "group0100"
9.66226767 8.766062 10.514598 "group0001"
3.98484818 3.5083836 4.4564408 "group1001"
3.39066774 2.7750528 4.073548 "group1010"
