"mean" "left.bound" "right.bound" "subgroup"
24.97414189 24.6504472 25.3001976 "group1000"
17.65988039 17.3407472 17.9998992 "group0000"
13.86233485 12.8609264 14.922586 "group0010"
17.22967137 16.6918912 17.758244 "group1100"
9.43648416 9.055772 9.8298128 "group0100"
15.18353781 14.493718 15.9089004 "group0001"
22.91087656 22.124578 23.7719596 "group1001"
22.52508923 21.1759608 23.9115668 "group1010"
