"mean" "left.bound" "right.bound" "subgroup"
0.61007209 0.5507176 0.6653052 "group1000"
1.09325954 1.0071192 1.1796232 "group0000"
1.50186049 1.1571744 1.8959872 "group0010"
1.34316784 1.19454 1.5008768 "group1100"
1.85938801 1.6822944 2.0410584 "group0100"
1.18895358 0.9831312 1.4160088 "group0001"
0.71393761 0.5810528 0.8640552 "group1001"
0.92290176 0.7037528 1.1625976 "group1010"
