"mean" "left.bound" "right.bound" "subgroup"
8.02555984 7.4813008 8.634386 "group0001"
4.1320281 3.7278708 4.5814036 "group1000"
10.15585997 9.3810556 10.9854672 "group0100"
9.22415373 8.1789924 10.3954776 "group0010"
9.83347475 9.13589 10.5443148 "group0000"
5.22184493 4.7467912 5.7694016 "group1100"
4.44754004 3.7428712 5.2473488 "group1010"
3.56704353 3.2488632 3.9203492 "group1001"
