"mean" "left.bound" "right.bound" "subgroup"
38.02497753 37.1463532 38.9580704 "group0001"
34.9885237 33.9900992 35.9969344 "group1000"
34.52810544 33.5011964 35.582562 "group0100"
37.6706773 36.087618 39.2518512 "group0010"
37.12805626 36.3040332 37.903674 "group0000"
31.40965467 30.3811828 32.4175492 "group1100"
34.66411984 33.0690164 36.3248924 "group1010"
34.72849786 33.7589136 35.68202 "group1001"
