"mean" "left.bound" "right.bound" "subgroup"
0.46332752 0.3745524 0.5692572 "group0001"
0.32018672 0.242996 0.4011216 "group1000"
0.39462423 0.296582 0.5032364 "group0100"
0.55774087 0.3774744 0.7499452 "group0010"
0.52287265 0.4221192 0.630748 "group0000"
0.28398683 0.2107188 0.3677656 "group1100"
0.30480839 0.1965168 0.4271816 "group1010"
0.32537513 0.25208 0.4061476 "group1001"
