"mean" "left.bound" "right.bound" "subgroup"
16.76815581 16.00507 17.5703528 "group0001"
29.00725093 28.105412 29.9861284 "group1000"
10.2919292 9.5629112 11.0529624 "group0100"
16.2489831 14.8925136 17.7098544 "group0010"
20.73188554 19.830902 21.7053716 "group0000"
21.68591983 20.7802504 22.6278416 "group1100"
26.62233533 25.1326444 28.1859908 "group1010"
27.29918738 26.4582692 28.2209564 "group1001"
