"mean" "left.bound" "right.bound" "subgroup"
12.76793436 11.9400672 13.62932 "group0001"
1.52905795 1.3431696 1.7145828 "group1000"
13.68569204 12.6666836 14.7164052 "group0100"
11.6397996 10.1257244 13.2328744 "group0010"
6.03982332 5.4907324 6.6180188 "group0000"
4.21790308 3.7429008 4.7187916 "group1100"
3.28943608 2.7035592 3.9016092 "group1010"
3.53689182 3.1705976 3.9206304 "group1001"
