"V1" "V2" "V3" "V4" "V5"
0.83498 20.47767 8.42841 7.52447 22.9679
0.80222 20.01562 8.47851 7.65551 23.29843
0.78399 20.56749 8.74118 7.20753 22.95767
0.81239 21.30744 9.16204 6.74871 22.21389
0.82236 20.09683 9.02318 7.07148 23.18123
0.61476 19.88685 7.90481 8.12814 23.62822
0.73416 19.61317 9.58357 7.6802 22.67464
0.95287 20.55014 9.08101 8.45074 21.28936
0.84992 20.70675 8.15659 8.26599 22.18098
0.73885 21.40067 8.4199 7.62681 22.0465
0.6837 21.6285 8.51972 7.6984 21.71464
0.66154 21.351 8.8373 7.49492 21.90743
0.75516 20.45732 9.72073 7.38688 22.0914
0.82408 20.4087 9.11741 7.88493 22.03472
0.78802 20.68349 9.20334 7.08948 22.48373
0.91486 21.3708 8.10409 6.9862 22.77586
0.82404 21.28381 9.27326 7.749 21.25576
0.9483 20.18184 8.31759 8.58624 22.23198
1.0478 20.52519 7.85522 8.07665 22.76816
0.97906 21.2932 8.55232 7.63062 21.96899
0.9537 21.37498 8.63001 7.57968 21.89623
0.95934 20.88917 8.84832 7.92816 21.74965
1.00161 21.25655 9.32202 7.65461 21.15243
1.14982 21.16679 8.4215 7.79268 21.82398
1.08082 21.12163 7.89087 7.61435 22.45928
0.99051 21.38655 7.95421 7.7004 22.16037
1.05627 21.06408 7.99728 7.92493 22.17646
0.94997 20.2372 8.86114 7.93952 22.26659
0.87512 19.95778 9.53909 8.2327 21.75799
0.72757 20.65168 9.13441 7.93158 21.92242
0.78502 21.05473 9.00984 7.64446 21.83428
0.92265 21.34844 8.49274 7.57799 21.84464
0.83556 21.14363 9.32472 7.32726 21.6372
0.96818 20.94464 8.37759 8.1275 21.92408
1.00824 19.9415 8.65822 7.73168 22.89569
0.89644 20.89921 8.33501 7.67985 22.36885
0.96774 20.62549 8.38386 7.74143 22.49158
0.91478 20.43217 8.24252 8.08488 22.521
0.86729 20.93387 8.91083 7.60334 22.0171
0.90967 20.37138 9.38114 7.84509 21.78171
0.91393 20.4141 8.97837 8.27007 21.73064
0.86463 19.93613 8.87786 7.92467 22.65693
0.77647 20.96303 8.08938 7.62746 22.74681
0.8193 21.55005 7.36745 7.7613 22.61891
0.85608 22.19799 7.60776 7.23466 22.25849
1.01764 21.90123 8.11734 6.87849 22.25767
0.95266 20.64258 8.91587 7.33633 22.35635
0.94553 22.15133 8.7744 7.6386 20.81548
0.92039 20.35005 9.48568 7.1319 22.34356
1.04802 20.72567 9.03954 7.6418 21.75766
1.12248 20.35903 8.66283 7.94654 22.05867
0.94962 20.94364 8.84527 8.00735 21.4566
0.83345 20.78645 10.02198 8.46168 20.42683
1.00372 20.99477 9.24195 8.89246 20.38561
0.99528 21.03133 8.90171 7.65504 21.67719
0.8638 22.03176 8.19986 8.08805 21.18568
0.75946 21.40536 8.04595 8.28232 21.89105
0.78835 22.19897 7.40014 8.24614 21.69047
0.58099 22.1925 7.42716 8.40128 21.7835
0.67855 22.64016 7.78819 7.75257 21.49914
0.83489 21.96724 9.00118 7.25708 21.31586
0.77873 21.83397 8.49191 6.98468 22.16455
0.95869 21.30789 8.29701 7.61196 22.03238
0.79691 21.11534 8.18254 7.75151 22.36365
0.81566 20.71986 8.74664 8.08472 21.92245
0.74385 21.09428 8.9006 7.86158 21.82808
0.78164 21.1797 8.71476 8.12501 21.58675
0.78887 21.18804 8.48583 8.17434 21.70097
0.84697 22.48434 8.20698 7.96114 20.83789
0.83498 22.69694 8.65479 7.99579 20.31549
0.97516 21.65725 8.31048 7.78558 21.60048
0.8812 20.99616 8.71144 8.25482 21.46617
0.83049 21.58989 8.75895 8.11333 21.12058
0.72357 21.02152 8.60792 9.02558 20.97734
0.69679 20.91881 8.10994 9.11633 21.51416
0.94335 20.67884 8.74434 8.44512 21.56629
0.89599 20.62242 8.30736 8.90185 21.63765
0.92305 20.70571 7.84529 8.47758 22.2458
0.86741 20.17488 8.73464 8.34771 22.1402
0.81385 21.26556 8.39504 8.72182 21.16329
0.79333 20.30696 8.39235 8.78913 21.96076
0.78834 20.87425 7.76309 8.80072 21.97454
0.79268 21.79378 8.0061 7.69827 21.97105
0.79441 20.89065 8.62871 8.24402 21.76816
0.81671 20.71215 8.29836 8.40745 22.0038
0.82895 21.08582 8.84566 7.76115 21.71362
0.86773 20.33273 9.10535 7.77638 22.14295
0.84689 21.62612 9.22805 7.38449 21.2389
0.768 20.01024 9.58577 8.52224 21.52936
0.81808 21.27594 7.95063 8.43375 21.75987
0.76099 21.58589 7.26911 8.21201 22.34934
0.75027 22.01814 8.12982 7.51571 21.82316
0.93251 21.13089 8.86694 7.97095 21.48411
0.99105 20.89622 8.26692 8.73032 21.42988
1.00124 20.89098 8.436 8.22719 21.69092
0.85446 20.18126 9.29492 8.44032 21.46739
0.84597 19.80875 9.53965 7.97415 22.11761
0.76971 19.79957 8.79907 8.7866 22.16622
0.7469 20.34614 9.53124 7.89561 21.88093
0.78068 21.30127 8.95305 7.70332 21.62377
0.82469 20.81722 9.8539 6.72618 22.20887
0.88495 20.72016 9.60202 7.36614 21.86238
0.97128 22.22457 8.61249 7.19207 21.40948
0.82277 21.55963 7.95625 7.83945 22.01212
1.01222 21.30003 8.09945 8.12014 21.68386
0.79735 20.70459 7.90575 7.99571 22.74409
0.85718 20.4634 8.11584 7.86503 22.88838
0.76629 21.26538 7.96352 7.99557 22.18122
0.92181 20.971 8.8502 7.19064 22.36457
0.81462 20.49128 8.26912 8.27544 22.38893
0.75751 19.51692 7.95747 7.82512 24.04904
0.89883 21.02714 8.88789 7.63321 21.80617
0.93295 20.66049 8.68632 7.61052 22.36336
0.80101 20.99292 7.09885 7.67958 23.51501
0.79455 20.91016 7.63068 7.80789 22.97705
0.91468 20.20941 7.72878 7.67431 23.57101
0.89943 20.19649 7.7384 7.69211 23.58114
0.82124 21.69643 7.63618 7.63692 22.38257
0.915 21.13194 6.97354 7.81529 23.25311
0.68456 21.7692 7.5126 7.74157 22.43128
0.76505 21.68986 6.94692 7.9941 22.74225
