"V1" "V2" "V3" "V4" "V5"
10.38515 12.08404 8.18741 1.08401 28.28759
9.77438 13.34784 8.81237 0.87576 27.23094
9.18897 14.89437 8.67799 0.78161 26.49994
9.25964 14.41507 8.65792 0.82972 26.87483
9.46334 15.56062 8.37986 0.81528 25.85744
10.04858 14.95872 8.79936 0.79025 25.50947
9.89367 14.36931 8.16426 0.71296 26.93011
10.42099 14.43559 9.10802 0.83116 25.31787
10.11607 14.37288 8.69867 0.95854 25.93694
10.14495 14.45408 9.87733 1.07398 24.55528
10.40177 15.03808 8.97296 1.23492 24.4725
9.82629 14.17433 8.93169 0.99693 26.1427
11.79732 14.50194 7.7522 0.87099 25.16806
10.17492 13.47829 8.89586 0.58937 26.90481
9.69288 13.76983 8.74228 0.73918 27.12666
10.00194 14.57448 9.64283 0.78696 25.13568
9.81036 14.72342 8.38132 0.90164 26.3058
9.6033 13.46189 10.12474 1.04884 25.86641
9.5899 13.6092 9.58361 1.23196 26.13534
9.83454 13.61507 8.94329 1.24054 26.5078
9.42172 13.85494 9.452 1.01145 26.37143
8.74915 14.70866 7.99655 0.77438 27.81856
10.11442 14.32901 8.78357 0.89424 25.95341
9.94107 14.20821 9.39673 1.01353 25.5641
10.18559 13.54708 10.37255 1.21717 24.85621
10.48061 15.48152 8.53489 0.98268 24.64517
11.12532 13.4802 9.3118 0.90287 25.31425
10.24864 13.63344 9.82434 0.87483 25.60534
9.07042 13.73387 9.97671 0.91701 26.41227
10.88035 14.32042 9.91296 1.52058 23.65238
10.52001 13.38873 10.20224 0.90041 25.10811
10.16445 14.04196 9.29698 1.01817 25.59834
9.40325 15.46059 8.17592 0.84918 26.23453
10.29106 15.09242 9.06649 1.0891 24.64187
10.08014 13.16718 10.66062 0.8221 25.35871
10.27749 15.36153 8.93103 1.14277 24.46528
11.44758 13.44663 9.09165 1.64056 24.68946
9.97806 14.60218 10.52294 1.39502 23.76445
10.54001 14.47485 9.85366 1.2721 24.12129
10.37739 14.70897 9.01928 1.39944 24.75862
9.69216 14.06467 9.24529 1.04484 26.0661
10.49531 13.89404 9.87106 1.0075 24.87378
10.2232 14.07108 9.87928 0.99124 24.95683
9.5432 14.5574 9.26359 0.95342 25.78746
11.72111 12.9189 8.5216 1.43882 25.54902
11.02434 14.04138 8.50295 1.33192 25.26787
10.25675 14.5893 8.42647 1.2621 25.64085
11.22507 14.078 9.41599 1.14532 24.3569
10.35165 13.85093 11.33783 1.18077 23.54254
9.23563 14.12749 9.89625 1.13647 25.75995
8.97268 15.19671 8.60573 1.05061 26.26196
9.5265 13.91131 8.16505 1.03276 27.41361
10.10421 13.89569 8.56404 1.35071 26.22202
10.12828 13.76926 6.94312 1.44164 27.84855
9.32943 13.55616 8.16794 1.24361 27.80355
10.78915 12.88709 10.33298 1.3716 24.83174
11.45594 13.71078 8.84044 1.10696 25.1012
10.98892 14.72978 8.45023 1.11269 24.94206
9.49857 14.89473 10.41044 0.94364 24.45696
11.69936 12.73781 9.58633 1.10662 25.002
11.92781 13.71804 8.67177 1.222 24.57827
11.59511 13.38982 8.80996 1.26443 25.09773
9.14138 15.33615 7.42014 1.29571 26.95104
10.17489 14.388 7.56032 1.55277 26.57783
10.58891 14.97815 7.14318 2.13795 25.57312
10.37988 13.83106 7.22384 2.0586 26.78639
9.8218 14.81104 6.77342 1.95275 26.8957
10.35871 14.08683 7.53513 1.83943 26.43989
10.76657 13.08223 7.54594 1.58237 27.1828
10.89002 13.95354 7.13883 1.38158 26.7564
11.51978 13.5682 7.686 1.70529 25.71003
9.61774 13.59049 8.68082 2.07048 26.31456
9.50256 12.38198 8.9297 1.62446 27.74006
9.39195 12.30401 9.5003 1.59535 27.35019
8.70969 13.13151 9.2498 1.33446 27.67565
9.06679 12.97774 8.70272 1.42013 27.94549
9.93295 13.32666 8.78949 1.37068 26.70488
10.4154 13.43336 8.52532 1.29074 26.41522
9.12599 14.38416 7.70173 1.41085 27.44326
9.27777 14.81743 8.09612 1.4115 26.4721
10.98142 12.92092 8.55698 1.42081 26.20138
9.61834 14.05571 9.50347 1.6428 25.29499
10.19208 13.50172 9.63987 1.97351 24.9191
10.43559 12.96827 8.27212 2.29318 26.37029
9.81902 13.73925 7.68235 1.40168 27.48345
11.44436 14.95683 7.11414 1.29529 25.31664
11.47115 15.00466 7.66368 1.65877 24.47625
10.11597 14.92298 7.26497 1.24058 26.58102
11.97443 14.42476 7.4933 1.27274 24.94593
11.56771 12.21698 9.67375 1.19891 25.454
11.06255 12.39079 9.18994 0.88001 26.52683
11.70088 12.57968 8.88682 1.61735 25.39165
10.43271 14.92338 8.93678 1.70206 24.2688
10.40331 15.61979 7.416 1.63694 25.08389
