"V1" "V2" "V3" "V4" "V5"
4.38485 29.40818 1.35383 0.36916 24.58016
4.63622 29.92949 1.38416 0.3732 23.81211
4.76542 29.35609 1.48321 0.39985 24.11197
4.07912 28.81305 1.45114 0.38438 25.34374
3.97933 28.80653 1.40754 0.35622 25.51244
4.69643 28.8414 1.56564 0.41019 24.58628
4.5796 28.92887 1.5423 0.46923 24.60513
4.01668 28.1854 1.37181 0.36553 26.13065
3.86376 28.66612 1.3487 0.33709 25.85271
4.05062 29.00234 1.33831 0.38476 25.31189
4.91997 28.38445 1.60066 0.40869 24.79398
4.71681 28.72798 1.55608 0.37851 24.73238
4.10833 28.40075 1.53686 0.35508 25.7048
4.18002 29.76099 1.46248 0.36994 24.30847
4.35081 29.37094 1.56006 0.37602 24.44615
4.47939 29.10924 1.38134 0.39528 24.73476
4.21466 29.92146 1.45864 0.45196 24.06215
4.13267 29.30259 1.70291 0.38947 24.54132
3.84038 29.10145 1.63063 0.33534 25.15791
4.16148 29.0622 1.54159 0.37365 24.93685
4.33051 28.73244 1.53914 0.32861 25.15324
3.97455 28.08387 1.64456 0.30457 26.05262
4.39098 28.20056 1.64016 0.34194 25.49465
4.25224 28.68993 1.51027 0.30528 25.30155
3.9735 29.47917 1.49437 0.31668 24.81584
3.89359 28.56341 1.31671 0.29153 25.99547
3.93238 29.56398 1.68364 0.33592 24.56165
4.31735 28.78235 1.63569 0.34002 25.04415
4.3778 27.72834 1.53917 0.40713 26.03015
4.33048 28.69313 1.62611 0.37185 25.07545
4.52104 28.43217 1.60871 0.36057 25.15672
4.33947 29.73774 1.44852 0.37576 24.18195
4.48883 28.96123 1.6008 0.34628 24.66291
4.23974 29.13236 1.49277 0.30547 24.89411
3.89903 28.358 1.43136 0.25976 26.09307
3.96755 28.75557 1.69355 0.27151 25.36349
4.07214 29.91558 1.69259 0.34393 24.05068
3.91289 29.29642 1.57953 0.30459 24.97937
4.08736 28.4494 1.50556 0.29315 25.72283
3.83537 28.78255 1.56313 0.31736 25.53587
4.19455 29.81319 1.61843 0.31334 24.11467
4.33361 29.67032 1.57746 0.30651 24.1867
3.85705 29.11542 1.36684 0.30901 25.39249
4.14433 29.07157 1.47872 0.36576 24.97504
3.88553 29.7666 1.4028 0.38659 24.60504
3.75493 28.79575 1.42909 0.34545 25.70972
4.26389 29.38608 1.65299 0.41274 24.34566
4.27208 29.30014 1.663 0.30303 24.52482
