"V1" "V2" "V3" "V4" "V5"
9.52257 14.01844 10.59815 0.66191 25.22757
8.70668 15.99895 11.41128 0.52986 23.42879
8.65252 16.76878 11.50104 0.48775 22.67271
7.86468 16.44465 12.37029 0.48878 22.9215
8.52838 17.59276 11.01412 0.48367 22.48458
8.95404 16.72195 12.15622 0.4786 21.87235
8.94408 16.40072 11.02523 0.46355 23.27654
9.17407 16.59228 11.49234 0.47654 22.39015
8.65682 16.84653 10.97115 0.54978 23.06443
8.96081 16.95884 11.92942 0.60737 21.65781
9.95141 15.92335 11.73443 0.63566 21.84559
9.09516 16.19958 11.31379 0.56637 22.91112
10.08769 16.70778 10.18875 0.46919 22.64977
8.81199 15.73777 11.42338 0.3155 23.75748
8.59316 15.88926 11.58071 0.3633 23.64031
8.83065 16.8477 11.71012 0.37527 22.34648
8.9433 17.69197 10.43564 0.49741 22.54456
8.18888 15.35841 14.38209 0.57835 21.62533
8.21592 15.75758 13.75319 0.50688 21.93283
8.80055 15.84328 12.80097 0.55019 22.13574
8.64811 16.07411 13.06614 0.49475 21.88251
7.52388 16.81444 11.41229 0.43978 23.86825
9.61061 16.10009 11.69278 0.48223 22.20648
9.00262 16.59129 12.12126 0.41149 22.01485
9.19696 16.65502 12.88185 0.49657 20.95411
9.29689 18.69432 10.36174 0.41482 21.38894
8.86344 16.93834 13.76605 0.45314 20.36307
8.94533 16.12152 13.72035 0.47593 21.19205
8.08647 15.54274 13.88413 0.43549 22.2698
9.61179 16.42096 14.29807 0.69163 19.45308
9.83256 14.89106 14.61665 0.55582 20.44171
9.25059 16.96691 12.81872 0.66685 20.57101
8.82908 17.74991 11.08229 0.53991 21.96984
8.88361 17.35368 11.69646 0.51523 21.69955
9.0295 15.06174 13.55711 0.48412 22.02039
8.42159 17.48752 12.67921 0.60488 21.03176
9.31187 16.55148 12.88351 0.59696 20.84602
8.39077 17.19179 14.12213 0.57859 19.95848
9.28914 16.6856 13.25489 0.59274 20.44352
8.8079 16.76073 12.18152 0.54953 21.82845
8.77367 16.00212 12.86344 0.55054 21.92136
9.01863 16.30361 13.29548 0.57378 20.99108
8.81036 16.61894 12.61789 0.54462 21.5437
8.43717 16.36908 12.14403 0.56353 22.57597
9.4709 15.46835 11.70853 0.72559 22.70663
9.18241 16.16674 11.79982 0.68799 22.26475
9.01967 16.97718 12.00459 0.67735 21.51273
9.41573 16.07266 13.22223 0.5079 20.9712
8.62888 14.52994 15.77538 0.49006 20.80013
8.36481 16.435 12.54405 0.53667 22.25124
7.69021 17.62421 11.41874 0.5495 22.82383
9.02024 16.14452 10.09678 0.49447 24.297
8.91826 17.17337 11.02305 0.54346 22.43306
9.07212 16.65727 9.25138 0.507 24.54974
7.96247 15.96986 10.93936 0.49082 24.67438
9.21727 15.43396 14.34637 0.56521 20.69198
10.84312 16.30541 11.59023 0.52035 20.97217
9.6441 16.82572 12.27649 0.4746 21.02309
8.70005 17.30234 13.74053 0.53733 20.15567
10.56421 14.87035 13.32882 0.66222 20.79677
11.07014 15.55317 11.41742 0.62772 21.44682
