"mean","left.bound","right.bound","subgroup","sex","nat"
0.01209681,-0.699432000000001,0.7824256,"F-H","F",1
-0.91250993,-1.3105264,-0.5088092,"F-B","F",1
0.05633674,-0.2601872,0.4055168,"M-H","M",1
0.00795701000000001,-0.1937572,0.207602,"M-B","M",1
-0.0284041,-0.738129599999999,0.7776344,"F-H","F",0
-0.96122389,-1.4015012,-0.5223336,"F-B","F",0
0.06518643,-0.2547644,0.4089904,"M-H","M",0
0.000635610000000001,-0.210236,0.216174,"M-B","M",0
